timestamp,cpu_usage,ram_usage,job_count
2025-01-26T06:00:00,48.84,40.74,66
2025-01-26T07:00:00,50.27,51.14,83
2025-01-26T08:00:00,59.45,52.64,88
2025-01-26T09:00:00,61.90,50.21,83
2025-01-26T10:00:00,67.45,51.02,94
2025-01-26T11:00:00,55.48,52.78,101
2025-01-26T12:00:00,60.11,50.90,100
2025-01-26T13:00:00,68.42,56.39,109
2025-01-26T14:00:00,67.01,56.04,111
2025-01-26T15:00:00,64.62,57.27,105
2025-01-26T16:00:00,56.04,54.12,98
2025-01-26T17:00:00,63.23,51.93,92
2025-01-26T18:00:00,45.37,43.59,79
2025-01-26T19:00:00,53.67,48.66,82
2025-01-26T20:00:00,54.96,50.68,64
2025-01-26T21:00:00,46.73,41.51,67
2025-01-26T22:00:00,33.37,39.16,36
2025-01-26T23:00:00,30.27,28.93,38
2025-01-27T00:00:00,29.54,42.99,34
2025-01-27T01:00:00,29.19,36.37,27
2025-01-27T02:00:00,34.91,44.06,34
2025-01-27T03:00:00,31.46,44.05,41
2025-01-27T04:00:00,41.80,45.78,50
2025-01-27T05:00:00,42.19,49.21,57
2025-01-27T06:00:00,47.79,54.18,82
2025-01-27T07:00:00,52.67,51.08,73
2025-01-27T08:00:00,54.00,49.67,86
2025-01-27T09:00:00,72.13,66.48,128
2025-01-27T10:00:00,77.34,68.64,130
2025-01-27T11:00:00,81.10,72.14,136
2025-01-27T12:00:00,84.40,66.85,139
2025-01-27T13:00:00,83.89,68.26,141
2025-01-27T14:00:00,72.80,70.92,137
2025-01-27T15:00:00,77.39,71.07,149
2025-01-27T16:00:00,77.80,68.80,128
2025-01-27T17:00:00,66.46,62.93,124
2025-01-27T18:00:00,60.23,60.55,99
2025-01-27T19:00:00,52.08,58.23,93
2025-01-27T20:00:00,47.86,49.91,69
2025-01-27T21:00:00,49.42,47.68,65
2025-01-27T22:00:00,36.24,48.09,49
2025-01-27T23:00:00,33.91,41.21,48
2025-01-28T00:00:00,31.15,37.26,39
2025-01-28T01:00:00,32.21,36.41,25
2025-01-28T02:00:00,38.72,40.89,47
2025-01-28T03:00:00,33.80,36.59,35
2025-01-28T04:00:00,43.01,41.78,56
2025-01-28T05:00:00,36.50,37.66,40
2025-01-28T06:00:00,53.72,49.75,75
2025-01-28T07:00:00,59.30,55.24,82
2025-01-28T08:00:00,48.02,51.66,90
2025-01-28T09:00:00,72.96,62.10,122
2025-01-28T10:00:00,68.94,67.97,131
2025-01-28T11:00:00,77.36,67.37,137
2025-01-28T12:00:00,78.07,74.44,144
2025-01-28T13:00:00,84.83,72.34,142
2025-01-28T14:00:00,74.41,67.96,141
2025-01-28T15:00:00,85.68,70.30,142
2025-01-28T16:00:00,73.14,68.02,123
2025-01-28T17:00:00,59.66,64.80,118
2025-01-28T18:00:00,72.12,64.43,131
2025-01-28T19:00:00,47.85,51.72,73
2025-01-28T20:00:00,40.59,48.48,66
2025-01-28T21:00:00,35.00,43.21,50
2025-01-28T22:00:00,30.53,46.04,47
2025-01-28T23:00:00,30.17,38.17,44
2025-01-29T00:00:00,38.05,45.18,45
2025-01-29T01:00:00,33.17,39.76,37
2025-01-29T02:00:00,33.37,43.38,45
2025-01-29T03:00:00,40.71,42.91,53
2025-01-29T04:00:00,42.94,45.19,44
2025-01-29T05:00:00,33.53,41.92,43
2025-01-29T06:00:00,47.54,44.73,71
2025-01-29T07:00:00,48.03,49.16,77
2025-01-29T08:00:00,53.01,54.58,83
2025-01-29T09:00:00,69.88,62.21,124
2025-01-29T10:00:00,69.29,66.66,130
2025-01-29T11:00:00,74.75,67.63,132
2025-01-29T12:00:00,74.82,67.54,126
2025-01-29T13:00:00,74.25,66.54,139
2025-01-29T14:00:00,84.44,67.87,146
2025-01-29T15:00:00,78.32,70.70,141
2025-01-29T16:00:00,65.51,64.00,123
2025-01-29T17:00:00,78.63,69.50,131
2025-01-29T18:00:00,75.04,68.31,125
2025-01-29T19:00:00,44.17,52.12,73
2025-01-29T20:00:00,42.85,49.73,65
2025-01-29T21:00:00,41.97,39.51,57
2025-01-29T22:00:00,37.83,40.10,60
2025-01-29T23:00:00,28.77,42.62,40
2025-01-30T00:00:00,34.15,43.61,38
2025-01-30T01:00:00,31.99,34.96,37
2025-01-30T02:00:00,34.59,44.67,56
2025-01-30T03:00:00,39.17,37.52,45
2025-01-30T04:00:00,33.18,43.64,46
2025-01-30T05:00:00,34.68,43.53,58
2025-01-30T06:00:00,40.35,46.44,71
2025-01-30T07:00:00,45.68,60.37,85
2025-01-30T08:00:00,51.35,52.85,89
2025-01-30T09:00:00,72.40,61.33,123
2025-01-30T10:00:00,72.92,65.56,125
2025-01-30T11:00:00,69.80,74.90,141
2025-01-30T12:00:00,85.75,75.98,146
2025-01-30T13:00:00,77.84,72.71,142
2025-01-30T14:00:00,80.82,74.03,150
2025-01-30T15:00:00,79.69,68.20,139
2025-01-30T16:00:00,77.08,61.86,119
2025-01-30T17:00:00,70.19,68.70,129
2025-01-30T18:00:00,64.96,55.61,101
2025-01-30T19:00:00,53.65,51.84,73
2025-01-30T20:00:00,47.35,50.10,65
2025-01-30T21:00:00,46.74,48.25,63
2025-01-30T22:00:00,37.45,40.66,51
2025-01-30T23:00:00,25.48,33.79,26
